,item,item_name,era,style,gender,season,tpo,fit,brightness,temperature,weight,nice_nice,nice_no,urban_no,urban_urban,trendy_no,trendy_trendy,sophisticated_no,sophisticated_sophisticated,clean_clean,clean_no,magnificent_magnificent,magnificent_no,unique_no,unique_unique,easy_easy,easy_no,open_no,open_open mined,practical_no,practical_practical,activity_activity,activity_no,comfortable_comfortable,comfortable_no,bubbly_bubbly,bubbly_no,feminine_feminine,feminine_no,manly_manly,manly_no,soft_no,soft_soft
12241,12241,W_14570_60_minimal_W.jpg,1960,minimal,W,spring fall winter,attendance event,appropriate,bright,cold warm,heavy light,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1
12242,12242,W_14571_50_classic_W.jpg,1950,classic,W,spring fall winter,attendance social gathering,appropriate,bright,warm,heavy,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
12243,12243,W_14572_50_classic_W.jpg,1950,classic,W,spring fall,attendance,appropriate,bright,warm,light,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0
12244,12244,W_14573_50_classic_W.jpg,1950,classic,W,spring fall winter,date,appropriate loose,bright,warm,light,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1
12245,12245,W_14574_19_normcore_W.jpg,2019,normcore,W,spring fall winter,date,appropriate,bright,warm,light,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0
12246,12246,W_14575_50_classic_W.jpg,1950,classic,W,spring fall,event,tight,bright,warm,heavy,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
12247,12247,W_14577_19_lounge_W.jpg,2019,lounge,W,spring fall winter,social gathering,loose,bright dark,warm,light,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0
12248,12248,W_14578_50_classic_W.jpg,1950,classic,W,winter,date,loose,bright,warm,light,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1
12249,12249,W_14579_19_lounge_W.jpg,2019,lounge,W,winter,attendance daily,appropriate,bright,cold warm,heavy light,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1
12250,12250,W_14580_50_classic_W.jpg,1950,classic,W,spring fall,social gathering,appropriate,dark,warm,heavy,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
12251,12251,W_14581_50_feminine_W.jpg,1950,feminine,W,spring fall winter,daily social gathering,loose,bright dark,cold warm,heavy light,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
12252,12252,W_14582_19_normcore_W.jpg,2019,normcore,W,winter,attendance daily,appropriate loose,dark,warm,heavy,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0
12253,12253,W_14583_50_classic_W.jpg,1950,classic,W,spring fall,event,appropriate,dark,cold,heavy,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
12254,12254,W_14584_50_classic_W.jpg,1950,classic,W,spring fall,attendance event,appropriate tight,dark,cold,heavy,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0
12255,12255,W_14585_00_cityglam_W.jpg,2000,cityglam,W,spring fall,daily social gathering,appropriate,dark,cold,heavy,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0
12256,12256,W_14586_00_cityglam_W.jpg,2000,cityglam,W,spring fall,social gathering,loose,dark,cold,light,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0
12257,12257,W_14587_50_feminine_W.jpg,1950,feminine,W,summer,social gathering,appropriate,bright,cold,heavy,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0
12258,12258,W_14588_19_lounge_W.jpg,2019,lounge,W,winter,daily date,appropriate,bright,warm,heavy light,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1
12259,12259,W_14589_19_genderless_W.jpg,2019,genderless,W,summer winter,event social gathering,appropriate loose,bright,warm,heavy,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0
12260,12260,W_14590_70_punk_W.jpg,1970,punk,W,spring fall summer winter,daily social gathering,appropriate tight,bright dark,cold warm,heavy light,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
12261,12261,W_14591_50_feminine_W.jpg,1950,feminine,W,summer,date social gathering,appropriate,bright,cold warm,light,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1
12262,12262,W_14592_19_lounge_W.jpg,2019,lounge,W,spring fall,date,appropriate,bright,warm,light,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0
12263,12263,W_14593_80_powersuit_W.jpg,1980,powersuit,W,spring fall summer,attendance daily social gathering,appropriate loose,bright dark,cold warm,heavy light,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0
12264,12264,W_14594_19_genderless_W.jpg,2019,genderless,W,winter,attendance,appropriate,dark,cold,heavy,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0
12265,12265,W_14595_60_space_W.jpg,1960,space,W,spring fall,etc social gathering,loose,bright,cold warm,heavy light,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
12266,12266,W_14596_90_kitsch_W.jpg,1990,kitsch,W,spring fall winter,daily date,appropriate loose,bright dark,cold warm,light,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0
12267,12267,W_14597_90_kitsch_W.jpg,1990,kitsch,W,spring fall,daily,appropriate,dark,warm,light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0
12268,12268,W_14598_90_hiphop_W.jpg,1990,hiphop,W,spring fall winter,etc leisure sports social gathering,loose,bright dark,cold warm,heavy light,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0
12269,12269,W_14599_90_kitsch_W.jpg,1990,kitsch,W,spring fall summer,daily event,appropriate loose,bright,cold warm,light,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1
12270,12270,W_14600_90_kitsch_W.jpg,1990,kitsch,W,spring fall,daily,appropriate loose,dark,cold,heavy light,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0
12271,12271,W_14601_00_cityglam_W.jpg,2000,cityglam,W,spring fall winter,attendance daily social gathering social trip vacation,appropriate loose tight,dark,cold,heavy,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0
12272,12272,W_14602_00_oriental_W.jpg,2000,oriental,W,spring fall winter,attendance,appropriate loose,dark,cold,heavy,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
12273,12273,W_14603_19_normcore_W.jpg,2019,normcore,W,spring fall,daily,loose,dark,cold,heavy,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0
12274,12274,W_14604_80_powersuit_W.jpg,1980,powersuit,W,spring fall winter,attendance daily social gathering,loose,dark,cold,heavy,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0
12275,12275,W_14605_80_powersuit_W.jpg,1980,powersuit,W,spring fall winter,attendance etc event social gathering social trip vacation,loose,dark,cold warm,heavy,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0
12276,12276,W_14606_90_hiphop_W.jpg,1990,hiphop,W,spring fall summer,social gathering,loose,bright,cold warm,heavy light,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0
12277,12277,W_14607_19_genderless_W.jpg,2019,genderless,W,spring fall,attendance event,loose,bright,warm,heavy light,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1
12278,12278,W_14608_00_cityglam_W.jpg,2000,cityglam,W,spring fall summer,daily social gathering,appropriate loose,dark,cold,heavy light,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0
12279,12279,W_14609_19_lounge_W.jpg,2019,lounge,W,spring fall,social gathering,loose,bright dark,cold,light,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0
12280,12280,W_14610_60_minimal_W.jpg,1960,minimal,W,spring fall summer winter,event social gathering,appropriate,dark,cold,heavy,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1
12281,12281,W_14611_19_normcore_W.jpg,2019,normcore,W,spring fall,attendance,appropriate,bright,warm,heavy light,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1
12282,12282,W_14612_50_classic_W.jpg,1950,classic,W,spring fall,social gathering,loose,bright,warm,heavy,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
12283,12283,W_14613_50_classic_W.jpg,1950,classic,W,spring fall,daily social gathering,appropriate loose,bright,cold warm,heavy light,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0
12284,12284,W_14614_19_lounge_W.jpg,2019,lounge,W,spring fall,attendance,appropriate,bright,warm,light,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1
12285,12285,W_14615_90_kitsch_W.jpg,1990,kitsch,W,spring fall winter,attendance daily,appropriate,bright dark,warm,heavy light,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0
12286,12286,W_14616_19_normcore_W.jpg,2019,normcore,W,spring fall,attendance event,loose,bright dark,cold warm,heavy,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0
12287,12287,W_14617_19_lounge_W.jpg,2019,lounge,W,spring fall,attendance daily,appropriate loose,bright,warm,heavy,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1
12288,12288,W_14618_19_lounge_W.jpg,2019,lounge,W,spring fall,attendance daily,appropriate loose,bright,warm,heavy light,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1
12289,12289,W_14619_19_genderless_W.jpg,2019,genderless,W,spring fall,daily,loose,bright,warm,light,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0
12290,12290,W_14620_19_normcore_W.jpg,2019,normcore,W,spring fall,daily social gathering,appropriate loose,bright,warm,heavy light,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0
12291,12291,W_14621_19_lounge_W.jpg,2019,lounge,W,spring fall winter,daily,appropriate loose,bright,warm,light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1
12292,12292,W_14622_90_kitsch_W.jpg,1990,kitsch,W,spring fall,daily social gathering,loose,bright dark,cold,heavy light,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0
12293,12293,W_14624_19_genderless_W.jpg,2019,genderless,W,spring fall winter,attendance etc,appropriate loose,dark,cold warm,heavy,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0
12294,12294,W_14625_19_normcore_W.jpg,2019,normcore,W,spring fall,attendance daily,loose,dark,cold,heavy light,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0
12295,12295,W_14626_19_normcore_W.jpg,2019,normcore,W,winter,event social gathering,appropriate,dark,cold,heavy light,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0
12296,12296,W_14627_00_ecology_W.jpg,2000,ecology,W,spring fall summer,daily date,appropriate loose,bright,warm,light,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1
12297,12297,W_14628_50_feminine_W.jpg,1950,feminine,W,spring fall,social gathering,tight,dark,cold,heavy,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0
12298,12298,W_14629_60_minimal_W.jpg,1960,minimal,W,spring fall winter,daily social gathering,appropriate,bright dark,warm,heavy light,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0
12299,12299,W_14630_19_normcore_W.jpg,2019,normcore,W,spring fall,event,appropriate,bright,warm,heavy,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
12300,12300,W_14631_00_cityglam_W.jpg,2000,cityglam,W,spring fall winter,event social gathering,appropriate,dark,cold,heavy,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0
12301,12301,W_14632_60_minimal_W.jpg,1960,minimal,W,spring fall winter,date social gathering,appropriate,dark,cold warm,heavy,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0
12302,12302,W_14633_19_normcore_W.jpg,2019,normcore,W,spring fall,attendance date,appropriate,bright,warm,heavy,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
12303,12303,W_14634_60_popart_W.jpg,1960,popart,W,spring fall,etc social gathering,appropriate tight,bright,warm,heavy light,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0
12304,12304,W_14635_70_military_W.jpg,1970,military,W,spring fall winter,attendance daily,loose,dark,cold warm,heavy,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
12305,12305,W_14636_50_classic_W.jpg,1950,classic,W,spring fall,event social gathering,appropriate loose,dark,cold,heavy,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0
12306,12306,W_14637_80_powersuit_W.jpg,1980,powersuit,W,spring fall,attendance etc,appropriate tight,bright dark,cold warm,heavy light,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0
12307,12307,W_14640_19_lounge_W.jpg,2019,lounge,W,summer,attendance date,loose,bright,warm,heavy,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1
12308,12308,W_14641_19_lounge_W.jpg,2019,lounge,W,spring fall,date social gathering,loose,bright,warm,light,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0
12309,12309,W_14642_19_genderless_W.jpg,2019,genderless,W,spring fall winter,attendance daily,appropriate,dark,cold,heavy,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0
12310,12310,W_14643_19_lounge_W.jpg,2019,lounge,W,spring fall winter,attendance event,appropriate loose,dark,cold,heavy,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0
12311,12311,W_14644_50_classic_W.jpg,1950,classic,W,spring fall,attendance,appropriate,bright,warm,light,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0
12312,12312,W_14645_50_classic_W.jpg,1950,classic,W,spring fall winter,attendance etc,appropriate loose,dark,cold,heavy,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0
12313,12313,W_14647_60_minimal_W.jpg,1960,minimal,W,spring fall summer,event social gathering social trip vacation,appropriate tight,dark,cold warm,heavy light,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0
12314,12314,W_14648_19_lounge_W.jpg,2019,lounge,W,spring fall,event,appropriate loose,bright,warm,light,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1
12315,12315,W_14649_19_lounge_W.jpg,2019,lounge,W,winter,attendance daily,appropriate,bright,warm,heavy,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1
12316,12316,W_14650_70_punk_W.jpg,1970,punk,W,spring fall,daily etc,loose,dark,cold,heavy,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0
12317,12317,W_14651_19_genderless_W.jpg,2019,genderless,W,spring fall,attendance,appropriate,dark,cold,heavy light,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0
12318,12318,W_14652_70_military_W.jpg,1970,military,W,spring fall,daily,appropriate loose,bright dark,warm,light,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0
12319,12319,W_14653_70_punk_W.jpg,1970,punk,W,winter,daily date,appropriate,bright dark,cold warm,heavy light,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0
12320,12320,W_14654_70_military_W.jpg,1970,military,W,spring fall winter,attendance daily,appropriate loose,dark,cold warm,heavy light,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1
12321,12321,W_14655_19_normcore_W.jpg,2019,normcore,W,spring fall winter,daily,appropriate loose,bright dark,warm,light,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0
12322,12322,W_14656_19_lounge_W.jpg,2019,lounge,W,spring fall winter,daily,loose,bright,warm,light,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0
12323,12323,W_14657_19_normcore_W.jpg,2019,normcore,W,winter,daily,appropriate,bright,warm,light,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0
12324,12324,W_14658_19_normcore_W.jpg,2019,normcore,W,winter,attendance,appropriate loose,bright,cold warm,heavy light,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0
12325,12325,W_14659_90_grunge_W.jpg,1990,grunge,W,spring fall winter,attendance daily,appropriate,bright,warm,light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0
12326,12326,W_14660_19_genderless_W.jpg,2019,genderless,W,spring fall,attendance,appropriate,bright dark,cold,heavy light,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0
12327,12327,W_14661_19_normcore_W.jpg,2019,normcore,W,spring fall,daily social gathering,appropriate,bright,cold warm,heavy light,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0
12328,12328,W_14662_10_sportivecasual_W.jpg,2010,sportivecasual,W,spring fall winter,daily date social gathering,appropriate loose,bright,cold warm,light,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0
12329,12329,W_14663_50_feminine_W.jpg,1950,feminine,W,winter,daily,loose,dark,warm,heavy,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0
12330,12330,W_14664_10_sportivecasual_W.jpg,2010,sportivecasual,W,spring fall winter,attendance daily,appropriate,bright dark,cold,heavy light,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0
12331,12331,W_14665_19_genderless_W.jpg,2019,genderless,W,spring fall,attendance,appropriate,bright dark,cold warm,light,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1
12332,12332,W_14666_50_classic_W.jpg,1950,classic,W,spring fall,date,appropriate,dark,cold,heavy,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0
12333,12333,W_14667_50_classic_W.jpg,1950,classic,W,spring fall,attendance date,appropriate loose,bright,warm,heavy light,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1
12334,12334,W_14668_90_kitsch_W.jpg,1990,kitsch,W,spring fall winter,daily date,appropriate,bright,warm,light,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0
12335,12335,W_14669_60_minimal_W.jpg,1960,minimal,W,spring fall,daily event social gathering,appropriate tight,dark,cold,heavy,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0
12336,12336,W_14671_60_minimal_W.jpg,1960,minimal,W,winter,attendance etc event,appropriate loose,bright,warm,heavy light,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0
12337,12337,W_14672_19_genderless_W.jpg,2019,genderless,W,spring fall winter,attendance social gathering,appropriate loose,dark,cold,heavy,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0
12338,12338,W_14673_19_genderless_W.jpg,2019,genderless,W,spring fall,attendance,appropriate loose,dark,cold,heavy,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0
12339,12339,W_14674_50_classic_W.jpg,1950,classic,W,spring fall,daily,appropriate,bright,cold,heavy,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
12340,12340,W_14675_80_bodyconscious_W.jpg,1980,bodyconscious,W,spring fall winter,etc event social gathering,appropriate tight,bright,warm,light,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0
12341,12341,W_14676_60_space_W.jpg,1960,space,W,spring fall summer winter,etc event social gathering,appropriate loose,bright dark,cold,heavy light,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0
12342,12342,W_14677_00_ecology_W.jpg,2000,ecology,W,winter,attendance daily date social gathering,appropriate loose,bright,warm,heavy light,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1
12343,12343,W_14678_10_sportivecasual_W.jpg,2010,sportivecasual,W,spring fall summer,daily,appropriate,bright dark,cold warm,light,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1
12344,12344,W_14679_80_bodyconscious_W.jpg,1980,bodyconscious,W,spring fall winter,etc event social gathering social trip vacation,tight,bright,cold warm,heavy light,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0
12345,12345,W_14680_00_cityglam_W.jpg,2000,cityglam,W,spring fall,date social gathering,appropriate tight,bright,warm,light,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1
12346,12346,W_14681_70_punk_W.jpg,1970,punk,W,spring fall summer,social gathering,appropriate loose,dark,cold,heavy light,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0
12347,12347,W_14682_70_military_W.jpg,1970,military,W,spring fall,daily event social trip vacation,loose,bright dark,cold warm,heavy light,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0
12348,12348,W_14683_60_minimal_W.jpg,1960,minimal,W,summer,daily social trip vacation,appropriate loose,bright,warm,light,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0
12349,12349,W_14684_60_minimal_W.jpg,1960,minimal,W,spring fall,attendance date social gathering,appropriate loose,bright,cold warm,heavy light,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1
12350,12350,W_14685_50_feminine_W.jpg,1950,feminine,W,summer,date event,loose,bright,cold warm,light,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0
12351,12351,W_14686_50_feminine_W.jpg,1950,feminine,W,summer,event,loose,bright,cold,light,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0
